created_at,text
Tue Jun 05 13:44:18 +0000 2018,"Vote for Congressman Devin Nunes, a true American Patriot the likes of which we rarely see in our modern day world.… https://t.co/vT2snsEhQU"
Tue Jun 05 13:09:59 +0000 2018,Get the vote out in California today for Rep. Kevin McCarthy and all of the great GOP candidates for Congress. Keep… https://t.co/ma3qlU7b99
Tue Jun 05 13:02:33 +0000 2018,"In High Tax, High Crime California, be sure to get out and vote for Republican John Cox for Governor. He will make a BIG difference!"
Tue Jun 05 11:58:52 +0000 2018,Separating families at the Border is the fault of bad legislation passed by the Democrats. Border Security laws sho… https://t.co/IjuevCvawT
Tue Jun 05 11:50:55 +0000 2018,....@NASCAR and Champion @MartinTruex_Jr were recently at the White House. It was a great day for a great sport!
Tue Jun 05 11:34:04 +0000 2018,Meeting in Singapore with North Korea will hopefully be the start of something big...we will soon see!
Tue Jun 05 11:31:47 +0000 2018,"The Russian Witch Hunt Hoax continues, all because Jeff Sessions didn’t tell me he was going to recuse himself...I… https://t.co/XU5psckoBI"
Tue Jun 05 11:21:58 +0000 2018,"We have had many Championship teams recently at the White House including the Chicago Cubs, Houston Astros, Pittsbu… https://t.co/n9tCD5NDsg"
Tue Jun 05 11:08:34 +0000 2018,"We will proudly be playing the National Anthem and other wonderful music celebrating our Country today at 3 P.M., T… https://t.co/frLsQzTjpP"
Tue Jun 05 10:51:07 +0000 2018,The U.S. has an increased economic value of more than 7 Trillion Dollars since the Election. May be the best econom… https://t.co/lqLXMeoOrQ
Tue Jun 05 10:38:51 +0000 2018,What is taking so long with the Inspector General’s Report on Crooked Hillary and Slippery James Comey. Numerous de… https://t.co/PIbQG7XG4S
Tue Jun 05 02:55:56 +0000 2018,"The Philadelphia Eagles Football Team was invited to the White House. Unfortunately, only a small number of players… https://t.co/umtKEd0dru"
Tue Jun 05 01:10:39 +0000 2018,Big Supreme Court ruling for Baker just out!
Mon Jun 04 20:42:19 +0000 2018,In many ways this is the greatest economy in the HISTORY of America and the best time EVER to look for a job!
Mon Jun 04 20:41:55 +0000 2018,The Fake News Media is desperate to distract from the economy and record setting economic numbers and so they keep… https://t.co/oYffJ8CUtf
Mon Jun 04 19:05:19 +0000 2018,#500Days of American Greatness: https://t.co/qQEEPqmaax https://t.co/1VCeoTk1cI
Mon Jun 04 14:01:40 +0000 2018,"The appointment of the Special Counsel is totally UNCONSTITUTIONAL! Despite that, we play the game because I, unlik… https://t.co/lv4QCq6QMx"
Mon Jun 04 13:47:43 +0000 2018,"Farmers have not been doing well for 15 years. Mexico, Canada, China and others have treated them unfairly. By the… https://t.co/7lFx4Anbpy"
Mon Jun 04 12:43:38 +0000 2018,The U.S. has made such bad trade deals over so many years that we can only WIN!
Mon Jun 04 12:41:47 +0000 2018,China already charges a tax of 16% on soybeans. Canada has all sorts of trade barriers on our Agricultural products. Not acceptable!
Mon Jun 04 12:35:25 +0000 2018,"As has been stated by numerous legal scholars, I have the absolute right to PARDON myself, but why would I do that… https://t.co/pB6MquREjZ"
Mon Jun 04 12:20:31 +0000 2018,“This is the best time EVER to look for a job.” James Freeman of WSJ.
Mon Jun 04 12:18:07 +0000 2018,"....We had Repeal &amp; Replace done (and the saving to our country of one trillion dollars) except for one person, but… https://t.co/bYjEgJF5KY"
Mon Jun 04 11:35:50 +0000 2018,This is my 500th. Day in Office and we have accomplished a lot - many believe more than any President in his first… https://t.co/81IfBf1CbU
Sun Jun 03 17:34:02 +0000 2018,Mark Penn  “Why are there people from the Clinton Foundation on the Mueller Staff? Why is there an Independent Coun… https://t.co/FlpVbEo8fD
Sun Jun 03 13:34:19 +0000 2018,....Paul Manafort came into the campaign very late and was with us for a short period of time (he represented Ronal… https://t.co/zHSKANmoA4
Sun Jun 03 13:25:18 +0000 2018,"As only one of two people left who could become President, why wouldn’t the FBI or Department of “Justice” have tol… https://t.co/NNh0POU3dS"
Sun Jun 03 12:59:42 +0000 2018,Jesse Watters “The only thing Trump obstructed was Hillary getting to the White House.”  So true!
Sat Jun 02 21:23:15 +0000 2018,"When you’re almost 800 Billion Dollars a year down on Trade, you can’t lose a Trade War! The U.S. has been ripped o… https://t.co/f2X1YVgU4k"
Sat Jun 02 21:09:20 +0000 2018,RT @CLewandowski_: Looking forward to being on @foxandfriends tomorrow around 7:45 AM on @FoxNews. Hope you watch.
Sat Jun 02 21:04:34 +0000 2018,"RT @foxandfriends: 223,000 jobs added in May, even the NYT runs out of words to describe how good the numbers are! https://t.co/K1GB8G0zsf"
Sat Jun 02 21:02:23 +0000 2018,RT @JesseBWatters: The media had it's worst week ever! @charliekirk11 and @JoeConchaTV break it down on @WattersWorld https://t.co/uMEblnh6…
Sat Jun 02 20:57:30 +0000 2018,"Why is it that the Wall Street Journal, though well meaning, never mentions the unfairness of the Tariffs routinely… https://t.co/1if8kkRjdC"
Sat Jun 02 17:51:38 +0000 2018,"The United States must, at long last, be treated fairly on Trade. If we charge a country ZERO to sell their goods,… https://t.co/N0vZ4IjiAG"
Sat Jun 02 17:43:07 +0000 2018,There was No Collusion with Russia (except by the Democrats). When will this very expensive Witch Hunt Hoax ever en… https://t.co/ldhDoKrUvu
Sat Jun 02 16:46:05 +0000 2018,"Real @FoxNews is doing great, Fake News CNN is dead! https://t.co/1p37tPiB3v"
Sat Jun 02 16:35:14 +0000 2018,Very surprised that China would be doing this? https://t.co/D03kV07dF7
Sat Jun 02 16:28:53 +0000 2018,https://t.co/8lI2lomGkh
Sat Jun 02 16:18:45 +0000 2018,RT @KimKardashian: I would like to thank President Trump for his time this afternoon. It is our hope that the President will grant clemency…
Sat Jun 02 16:13:11 +0000 2018,Now this is a record that will never be broken! https://t.co/rtpLfvsBU5
Sat Jun 02 12:40:48 +0000 2018,"....“$17 million spent, it’s a scam Investigation. Americans are being worked. We now know there was Russian collus… https://t.co/tKbvlPp9Fw"
Sat Jun 02 12:06:47 +0000 2018,"“John Brennan, no single figure in American history has done more to discredit the intelligence community than this… https://t.co/DETDPIYoeT"
Sat Jun 02 11:40:03 +0000 2018,“We ran out of words to describe how good the jobs numbers are.”  Neil Irwin of the @nytimes.
Fri Jun 01 21:40:50 +0000 2018,"Today, it was my great honor to be with the brave men and women of the United States Coast Guard! https://t.co/RAyPbOGXuZ"
Fri Jun 01 18:07:44 +0000 2018,RT @FoxNews: President @realDonaldTrump participates in the U.S. Coast Guard [@USCG] Change-of-Command Ceremony. https://t.co/ekWubVkf1h
Fri Jun 01 13:18:21 +0000 2018,Canada has treated our Agricultural business and Farmers very poorly for a very long period of time. Highly restric… https://t.co/FuJ5Wk1N3e
Fri Jun 01 11:21:48 +0000 2018,Looking forward to seeing the employment numbers at 8:30 this morning.
Fri Jun 01 11:15:31 +0000 2018,Why aren’t they firing no talent Samantha Bee for the horrible language used on her low ratings show? A total doubl… https://t.co/5zzFMHabQ5
Fri Jun 01 11:05:16 +0000 2018,"A.P. has just reported that the Russian Hoax Investigation has now cost our government over $17 million, and going… https://t.co/fU3RS7E3cE"
Thu May 31 21:19:34 +0000 2018,FAIR TRADE!
Thu May 31 21:15:36 +0000 2018,RT @SecPompeo: The proposed summit offers a historic opening for @POTUS and Chairman Kim to boldly lead U.S. and #DPRK into a new era of pe…
Thu May 31 13:18:35 +0000 2018,Will be giving a Full Pardon to Dinesh D’Souza today. He was treated very unfairly by our government!
Thu May 31 13:15:28 +0000 2018,Very good meetings with North Korea.
Thu May 31 12:11:01 +0000 2018,Not that it matters but I never fired James Comey because of Russia! The Corrupt Mainstream Media loves to keep pus… https://t.co/k8niTtWxAf
Thu May 31 12:05:20 +0000 2018,"The corrupt Mainstream Media is working overtime not to mention the infiltration of people, Spies (Informants), int… https://t.co/Ud56WLlOtP"
Thu May 31 11:53:08 +0000 2018,"Iger, where is my call of apology? You and ABC have offended millions of people, and they demand a response. How is… https://t.co/HaV9BsvE1o"
Thu May 31 10:59:45 +0000 2018,"RT @AP_Politics: Trump set to promote youth sports, wants such activities to be more accessible to economically disadvantaged children: htt…"
Thu May 31 10:58:39 +0000 2018,RT @dougmillsnyt: Children race as @realDonaldTrump looks on with @IvankaTrump and New York Yankees legend Mariano Rivera they as they part…
Thu May 31 10:56:49 +0000 2018,"RT @IvankaTrump: Today @POTUS hosted #FieldDay at the @WhiteHouse with the announced President’s Council on Sports, Fitness and Nutrition.…"
Thu May 31 10:56:33 +0000 2018,RT @HerschelWalker: What an awesome day in D.C. participating @WhiteHouse Sports &amp; Fitness Day with @IvankaTrump @POTUS @MistyMayTreanor @M…
Thu May 31 10:55:14 +0000 2018,"RUSH LIMBAUGH  “If the FBI was so concerned, and if they weren’t targeting Trump, they should have told Trump. If t… https://t.co/y2nFPqjJqf"
Thu May 31 03:21:26 +0000 2018,"“The recusal of Jeff Sessions was an unforced betrayal of the President of the United States.” JOE DIGENOVA, former U.S. Attorney."
Thu May 31 03:08:17 +0000 2018,"RT @Scavino45: President Trump kisses Jordan McLinn, who suffers from Duchenne Muscular Dystrophy (DMD), after signing the #RightToTry Act…"
Thu May 31 03:06:28 +0000 2018,"The soon to be released book, “The Russia Hoax, The Illicit Scheme To Clear Hillary Clinton And Frame Donald Trump,… https://t.co/bYHjyfPnKA"
Thu May 31 00:08:50 +0000 2018,"Very importantly, @RepDanDonovan will win for the Republicans in November...and his opponent will not. Remember Ala… https://t.co/RVWUwUz01J"
Wed May 30 23:46:15 +0000 2018,There is no one better to represent the people of N.Y. and Staten Island (a place I know very well) than… https://t.co/bE5iSiBkYA
Wed May 30 22:59:08 +0000 2018,"Great meeting with @KimKardashian today, talked about prison reform and sentencing. https://t.co/uOy4UJ41JF"
Wed May 30 17:19:59 +0000 2018,"Moments ago, it was my great honor to sign #RightToTry into law! https://t.co/mtPiHsBc1H https://t.co/hFtpyJlV4h"
Wed May 30 17:11:58 +0000 2018,"With the #RightToTry Law I signed today, patients with life threatening illnesses will finally have access to exper… https://t.co/6tTYqoJviG"
Wed May 30 17:09:38 +0000 2018,Today I am proud to keep another promise to the American people as I sign the #RightToTry Legislation into law. https://t.co/VD8CN5YfIo
Wed May 30 15:31:01 +0000 2018,Bob Iger of ABC called Valerie Jarrett to let her know that “ABC does not tolerate comments like those” made by Ros… https://t.co/6mbr4M5sW2
Wed May 30 14:35:07 +0000 2018,"The Failing and Corrupt @nytimes estimated the crowd last night at “1000 people,” when in fact it was many times th… https://t.co/xShxdaBksU"
Wed May 30 12:47:07 +0000 2018,"....There are lots of really good lawyers in the country, he could have picked somebody else!” And I wish I did!"
Wed May 30 12:47:04 +0000 2018,"....chief law enforcement officer, and they told me later, ‘oh by the way I’m not going to be able to participate i… https://t.co/eGeIJVA125"
Wed May 30 12:46:57 +0000 2018,"Rep.Trey Gowdy, “I don’t think so, I think what the President is doing is expressing frustration that Attorney Gene… https://t.co/joZ7nSIVd8"
Tue May 29 13:30:24 +0000 2018,"The Fake Mainstream Media has, from the time I announced I was running for President, run the most highly sophistic… https://t.co/sLngXtjuiV"
Tue May 29 11:27:07 +0000 2018,"Sorry, I’ve got to start focusing my energy on North Korea Nuclear, bad Trade Deals, VA Choice, the Economy, rebuil… https://t.co/dwuXTqetJ7"
Tue May 29 11:09:32 +0000 2018,Why aren’t the 13 Angry and heavily conflicted Democrats investigating the totally Crooked Campaign of totally Croo… https://t.co/DTGUPCtveI
Tue May 29 11:00:02 +0000 2018,"The 13 Angry Democrats (plus people who worked 8 years for Obama) working on the rigged Russia Witch Hunt, will be… https://t.co/xaRRUzpZ0X"
Tue May 29 10:49:23 +0000 2018,“This investigation involved far more surveillance than we ever had any idea about. It wasn’t just a wiretap agains… https://t.co/M1ie7TiTdS
Tue May 29 10:30:32 +0000 2018,We have put a great team together for our talks with North Korea. Meetings are currently taking place concerning Su… https://t.co/aq8QGHcDLY
Tue May 29 10:07:26 +0000 2018,Democrats mistakenly tweet 2014 pictures from Obama’s term showing children from the Border in steel cages. They th… https://t.co/NfB0juTcum
Mon May 28 21:53:56 +0000 2018,"California has a rare opportunity to turn things around and solve its high crime, high tax, problems - along with s… https://t.co/iZMPvzrVRN"
Mon May 28 21:22:15 +0000 2018,A Democratic lawmaker just introduced a bill to Repeal the GOP Tax Cuts (no chance). This is too good to be true fo… https://t.co/xIq9Y9vJwK
Mon May 28 17:19:33 +0000 2018,Our fallen heroes have not only written our history they have shaped our destiny. They saved the lives of the men a… https://t.co/MYpuwlJBB8
Mon May 28 17:14:45 +0000 2018,"The heroes who rest in these hallowed fields, in cemeteries, battlefields, and burial grounds near and far are draw… https://t.co/RdAZqLvkPT"
Mon May 28 17:13:04 +0000 2018,Thank you for joining us on this solemn day of remembrance. We are gathered here on the sacred soil of… https://t.co/Wv3SUUxPeF
Mon May 28 14:32:31 +0000 2018,"“We now find out that the Obama Administration put the opposing campaigns presidential candidate, or his campaign,… https://t.co/CHHc1ODry3"
Mon May 28 14:08:56 +0000 2018,“Sally Yates is part of concerns people have raised about bias in the Justice Dept. I find her actions to be really… https://t.co/sALSMsxBPf
Mon May 28 13:55:59 +0000 2018,“The President deserves some answers.” @FoxNews in discussing “SPYGATE.”
Mon May 28 12:58:07 +0000 2018,Happy Memorial Day! Those who died for our great country would be very happy and proud at how well our country is d… https://t.co/6lz4VyzLqH
Mon May 28 11:01:47 +0000 2018,#MemorialDay🇺🇸 https://t.co/Iohcuhi4dQ
Sun May 27 20:32:33 +0000 2018,Why didn’t President Obama do something about the so-called Russian Meddling when he was told about it by the FBI b… https://t.co/DN4mqIfPm9
Sun May 27 20:09:12 +0000 2018,Our United States team has arrived in North Korea to make arrangements for the Summit between Kim Jong Un and mysel… https://t.co/m8XL0g7BgQ
Sun May 27 14:13:24 +0000 2018,"Why didn’t the 13 Angry Democrats investigate the campaign of Crooked Hillary Clinton, many crimes, much Collusion… https://t.co/81l70BLUTy"
Sun May 27 13:14:04 +0000 2018,"Fantastic to have 400,000 GREAT MEN &amp; WOMEN of Rolling Thunder in D.C. showing their patriotism. They love our Coun… https://t.co/0nu9p8znvV"
Sun May 27 12:41:24 +0000 2018,Who’s going to give back the young and beautiful lives (and others) that have been devastated and destroyed by the… https://t.co/Q5v532Pn9X
Sun May 27 01:49:54 +0000 2018,WELCOME HOME JOSH! https://t.co/2X0cKE4stx
Sat May 26 19:56:52 +0000 2018,"When will the 13 Angry Democrats (&amp; those who worked for President O), reveal their disqualifying Conflicts of Inte… https://t.co/2X58MqnBH6"
Sat May 26 19:41:50 +0000 2018,This whole Russia Probe is Rigged. Just an excuse as to why the Dems and Crooked Hillary lost the Election and Stat… https://t.co/VctDHQf9VQ
Sat May 26 19:28:04 +0000 2018,"With Spies, or “Informants” as the Democrats like to call them because it sounds less sinister (but it’s not), all… https://t.co/D3WSweqmUB"
Sat May 26 15:21:10 +0000 2018,"The Failing @nytimes quotes “a senior White House official,” who doesn’t exist, as saying “even if the meeting were… https://t.co/ics8UcYr96"
Sat May 26 15:03:33 +0000 2018,"Unlike what the Failing and Corrupt New York Times would like people to believe, there is ZERO disagreement within… https://t.co/ONjLFs4bcS"
Sat May 26 14:47:14 +0000 2018,"Thanks to very brave Teacher &amp; Hero Jason Seaman of Noblesville, Indiana, for his heroic act in saving so many prec… https://t.co/xPGyNFomu0"
Sat May 26 14:38:54 +0000 2018,Looking forward to seeing Joshua Holt this evening in the White House. The great people of Utah are Celebrating!
Sat May 26 13:59:02 +0000 2018,Put pressure on the Democrats to end the horrible law that separates children from there parents once they cross th… https://t.co/4a3owtmq0h
Sat May 26 13:22:09 +0000 2018,Good news about the release of the American hostage from Venezuela. Should be landing in D.C. this evening and be i… https://t.co/yDynG0Z0mq
Sat May 26 00:37:35 +0000 2018,"We are having very productive talks with North Korea about reinstating the Summit which, if it does happen, will li… https://t.co/JmUp3oifaq"
Fri May 25 23:13:19 +0000 2018,...but complain and obstruct. They made only bad deals (Iran) and their so-called Trade Deals are the laughing stock of the world!
Fri May 25 23:07:19 +0000 2018,Senator Schumer and Obama Administration let phone company ZTE flourish with no security checks. I closed it down t… https://t.co/Q01eeyBBvC
Fri May 25 22:45:32 +0000 2018,Funny to watch the Democrats criticize Trade Deals being negotiated by me when they don’t even know what the deals… https://t.co/Fhx2mcvile
Fri May 25 22:14:54 +0000 2018,Chicago Police have every right to legally protest against the mayor and an administration that just won’t let them… https://t.co/48VMxLoZ78
Fri May 25 20:39:26 +0000 2018,"To the @NavalAcademy Class of 2018, I say: We know you are up to the task. We know you will make us proud. We know… https://t.co/CqUo9wFgPN"
Fri May 25 17:22:37 +0000 2018,"On behalf of the American People, CONGRATULATIONS! We love you! https://t.co/YRlj0vRXwk"
Fri May 25 17:12:13 +0000 2018,"Today, it was my great honor to deliver the 2018 Commencement Address at the United States @NavalAcademy in Annapol… https://t.co/ldCJnUqRKz"
Fri May 25 12:14:07 +0000 2018,"Very good news to receive the warm and productive statement from North Korea. We will soon see where it will lead,… https://t.co/BoKsJzcaTV"
Fri May 25 12:04:20 +0000 2018,Democrats are so obviously rooting against us in our negotiations with North Korea. Just like they are coming to th… https://t.co/lL1XiuMm7Y
Fri May 25 12:04:19 +0000 2018,"“Everyone knows there was a Spy, and in fact the people who were involved in the Spying are admitting that there wa… https://t.co/XkOjxEl0kH"
Fri May 25 12:04:17 +0000 2018,"Can anyone even imagine having Spies placed in a competing campaign, by the people and party in absolute power, for… https://t.co/ZPxBYMRB51"
Fri May 25 12:04:16 +0000 2018,The Democrats are now alluding to the the concept that having an Informant placed in an opposing party’s campaign i… https://t.co/t9Ba06crSF
Fri May 25 09:15:13 +0000 2018,"RT @realDonaldTrump: Not surprisingly, the GREAT Men &amp; Women of the FBI are starting to speak out against Comey, McCabe and all of the poli…"
Fri May 25 09:13:35 +0000 2018,"RT @Scavino45: Last week after visiting FLOTUS Melania, POTUS Trump went to visit wounded HEROES at Walter Reed Medical Center. He told the…"
Fri May 25 09:12:57 +0000 2018,"RT @Scavino45: Today, President Trump issued an Executive Grant of Clemency (Full Pardon) posthumously to John Arthur “Jack” Johnson, the f…"
Fri May 25 09:09:25 +0000 2018,RT @Scavino45: cc: @POTUS @realDonaldTrump https://t.co/MasB5mdUVS
Fri May 25 01:06:43 +0000 2018,"RT @Scavino45: Today, @POTUS @realDonaldTrump welcomed 106-year-old Pearl Harbor veteran Ray Chavez of Poway, California to the @WhiteHouse…"
Thu May 24 21:18:32 +0000 2018,"Today, it was my great honor to present the #MedalOfHonor to @USNavy (SEAL) Master Chief Special Warfare Operator B… https://t.co/JGt8zMujdD"
Thu May 24 17:54:36 +0000 2018,"Today, it was my honor to sign #S2155, the ""Economic Growth, Regulatory Relief, and Consumer Protection Act.” Read… https://t.co/YVrpTLQZvF"
Thu May 24 16:57:51 +0000 2018,I have decided to terminate the planned Summit in Singapore on June 12th. While many things can happen and a great… https://t.co/EbxOgSODzO
Thu May 24 16:24:38 +0000 2018,"It was my great honor to host a roundtable re: MS-13 yesterday in Bethpage, New York. Democrats must abandon their… https://t.co/iHqJplzDAZ"
Thu May 24 16:18:25 +0000 2018,"Sadly, I was forced to cancel the Summit Meeting in Singapore with Kim Jong Un. https://t.co/rLwXxBxFKx"
Thu May 24 12:34:29 +0000 2018,"Not surprisingly, the GREAT Men &amp; Women of the FBI are starting to speak out against Comey, McCabe and all of the p… https://t.co/GNAFvtupjl"
Thu May 24 12:21:08 +0000 2018,"Clapper has now admitted that there was Spying in my campaign. Large dollars were paid to the Spy, far beyond norma… https://t.co/7Xf9Jodfq0"
Thu May 24 00:58:04 +0000 2018,Will be interviewed on @foxandfriends tomorrow morning at 6:00 A.M. Enjoy!
Thu May 24 00:08:49 +0000 2018,"Great to be in New York for the day. Heading back to the @WhiteHouse now, lots of work to be done! https://t.co/w3LUiQ8SWh"
Wed May 23 23:41:47 +0000 2018,"Thank you to all of the incredible law enforcement officers and firefighters in Bethpage, New York. Keep up the gre… https://t.co/DkmMmlwk64"
Wed May 23 19:35:18 +0000 2018,Crippling loopholes in our laws have enabled MS-13 gang members and other criminals to infiltrate our communities -… https://t.co/eIvSlLglAb
Wed May 23 19:29:23 +0000 2018,"Today on Long Island, we were all moved to be joined by families who have suffered unthinkable heartbreak at the ha… https://t.co/rYH7yzB6Wp"
Wed May 23 16:19:04 +0000 2018,Thank you @SBAList! #SBAGala https://t.co/mPKwukX08o
Wed May 23 13:34:06 +0000 2018,WITCH HUNT!
Wed May 23 13:18:54 +0000 2018,There will be big news coming soon for our great American Autoworkers. After many decades of losing your jobs to ot… https://t.co/BiRtiKarpd
Wed May 23 11:58:22 +0000 2018,"Big legislation will be signed by me shortly. After many years, RIGHT TO TRY and big changes to DODD FRANK."
Wed May 23 11:55:35 +0000 2018,"Our Trade Deal with China is moving along nicely, but in the end we will probably have to use a different structure… https://t.co/2ZzYQAUsy2"
Wed May 23 11:33:59 +0000 2018,"“Trump should be happy that the FBI was SPYING on his campaign” No, James Clapper, I am not happy. Spying on a camp… https://t.co/0OXtEFafNY"
Wed May 23 11:22:25 +0000 2018,"Everybody is with Tomi Lahren, a truly outstanding and respected young woman! @foxandfriends"
Wed May 23 11:12:27 +0000 2018,SPYGATE could be one of the biggest political scandals in history!
Wed May 23 11:00:45 +0000 2018,“It’s clear that they had eyes and ears all over the Trump Campaign” Judge Andrew Napolitano
Wed May 23 10:54:01 +0000 2018,"Look how things have turned around on the Criminal Deep State. They go after Phony Collusion with Russia, a made up… https://t.co/DDGNcbXa85"
Wed May 23 10:45:37 +0000 2018,@foxandfriends  “New Bombshell in the Obama Spying Scandal. Did other Agencies SPY on Trump Campaign?” Even Clapper… https://t.co/6yEb63xzcE
Wed May 23 01:13:46 +0000 2018,"...Follow the money! The spy was there early in the campaign and yet never reported Collusion with Russia, because… https://t.co/gJGldziTWv"
Wed May 23 01:13:46 +0000 2018,If the person placed very early into my campaign wasn’t a SPY put there by the previous Administration for politica… https://t.co/GNhqCqfGkm
Wed May 23 00:40:41 +0000 2018,"For the first time since Roe v. Wade, America has a Pro-Life President, a Pro-Life Vice President, a Pro-Life House… https://t.co/waNyHutAab"
Tue May 22 19:35:34 +0000 2018,It was my honor to welcome @NASCAR Cup Series Champion @MartinTruex_Jr and his team to the @WhiteHouse yesterday! https://t.co/5cr2oybrnQ
Tue May 22 18:21:32 +0000 2018,"Today, it was my great honor to welcome President Moon Jae-in of the Republic of Korea to the @WhiteHouse!🇺🇸🇰🇷 https://t.co/yvOxNiA1DM"
Mon May 21 23:18:00 +0000 2018,".@AsaHutchinson, the great Governor of Arkansas, is in a primary tomorrow. He has done an incredible job with a foc… https://t.co/4RuRB3hBT5"
Mon May 21 13:16:31 +0000 2018,"Under our potential deal with China, they will purchase from our Great American Farmers practically as much as our Farmers can produce."
Mon May 21 12:51:20 +0000 2018,"The Wall Street Journal asks, “WHERE IN THE WORLD WAS BARACK OBAMA?”  A very good question!"
Mon May 21 12:12:55 +0000 2018,...they then used to start an investigation about Trump. It is that simple. This guy is the genesis of this whole D… https://t.co/UJkGIqjIwi
Mon May 21 12:01:01 +0000 2018,....top of the FBI. Brennan started this entire debacle about President Trump. We now know that Brennan had detaile… https://t.co/HnquHM9Wtq
Mon May 21 11:53:07 +0000 2018,"“John Brennan is panicking. He has disgraced himself, he has disgraced the Country, he has disgraced the entire Int… https://t.co/8ITWKc8oid"
Mon May 21 11:40:22 +0000 2018,China must continue to be strong &amp; tight on the Border of North Korea until a deal is made. The word is that recent… https://t.co/OJgzV5S6i7
Mon May 21 11:31:16 +0000 2018,"On China, Barriers and Tariffs to come down for first time."
Mon May 21 11:27:42 +0000 2018,China has agreed to buy massive amounts of ADDITIONAL Farm/Agricultural Products - would be one of the best things… https://t.co/3JWukYraU1
Mon May 21 11:21:29 +0000 2018,"I ask Senator Chuck Schumer, why didn’t President Obama &amp; the Democrats do something about Trade with China, includ… https://t.co/e8k3tCSFuq"
Sun May 20 17:37:40 +0000 2018,"I hereby demand, and will do so officially tomorrow, that the Department of Justice look into whether or not the FB… https://t.co/GPZy1kPKgJ"
Sun May 20 17:14:25 +0000 2018,RT @EricTrump: It is emotional day being back at @StJude in celebration of our dear friend Colin! He was a beautiful child who we will all…
Sun May 20 17:13:47 +0000 2018,The Witch Hunt finds no Collusion with Russia - so now they’re looking at the rest of the World. Oh’ great!
Sun May 20 14:04:24 +0000 2018,"....and why hasn’t the Podesta brother been charged and arrested, like others, after being forced to close down his… https://t.co/KCLczjNejo"
Sun May 20 13:37:34 +0000 2018,"What ever happened to the Server, at the center of so much Corruption, that the Democratic National Committee REFUS… https://t.co/GJpvXy5gF6"
Sun May 20 13:29:32 +0000 2018,"Now that the Witch Hunt has given up on Russia and is looking at the rest of the World, they should easily be able… https://t.co/cq9OV0xgMK"
Sun May 20 13:19:34 +0000 2018,"...in the Hillary Clinton Campaign where she deleted 33,000 Emails, got $145,000,000 while Secretary of State, paid… https://t.co/MWjsRLsRv3"
Sun May 20 13:11:05 +0000 2018,"....At what point does this soon to be $20,000,000 Witch Hunt, composed of 13 Angry and Heavily Conflicted Democrat… https://t.co/GtB6hPqE7d"
Sun May 20 13:04:21 +0000 2018,Things are really getting ridiculous. The Failing and Crooked (but not as Crooked as Hillary Clinton) @nytimes has… https://t.co/cxZh2Q5pYF
Sat May 19 21:27:48 +0000 2018,"If the FBI or DOJ was infiltrating a campaign for the benefit of another campaign, that is a really big deal. Only… https://t.co/HsHTUzpwxc"
Sat May 19 18:37:39 +0000 2018,Great to have our incredible First Lady back home in the White House. Melania is feeling and doing really well. Tha… https://t.co/XHEqoCFv8E
Sat May 19 18:00:43 +0000 2018,Happy #ArmedForcesDay to our GREAT military men and women for their selfless service to our Nation! https://t.co/jbJvrkV1hH
Sat May 19 13:58:35 +0000 2018,"RT @realDonaldTrump: We grieve for the terrible loss of life, and send our support and love to everyone affected by this horrible attack in…"
Fri May 18 22:57:09 +0000 2018,"America is blessed with extraordinary energy abundance, including more than 250 years worth of beautiful clean coal… https://t.co/Um82NEyz0G"
Fri May 18 22:00:58 +0000 2018,"California finally deserves a great Governor, one who understands borders, crime and lowering taxes. John Cox is th… https://t.co/cmabmnO8VK"
Fri May 18 20:41:21 +0000 2018,Just met with UN Secretary-General António Guterres who is working hard to “Make the United Nations Great Again.” W… https://t.co/B6dQMsJl1d
Fri May 18 20:22:25 +0000 2018,America is a Nation that believes in the power of redemption. America is a Nation that believes in second chances -… https://t.co/jySG1DyxZO
Fri May 18 20:02:49 +0000 2018,RT @SteveForbesCEO: .@realDonaldTrump speech on drug costs pays immediate dividends. New @Amgen drug lists at 30% less than expected. Middl…
Fri May 18 16:34:24 +0000 2018,"We grieve for the terrible loss of life, and send our support and love to everyone affected by this horrible attack… https://t.co/05tDoyLLzu"
Fri May 18 15:05:35 +0000 2018,School shooting in Texas. Early reports not looking good. God bless all!
Fri May 18 13:50:11 +0000 2018,"Reports are there was indeed at least one FBI representative implanted, for political purposes, into my campaign fo… https://t.co/G7nGClSOui"
Fri May 18 13:38:11 +0000 2018,"Why isn’t disgraced FBI official Andrew McCabe being investigated for the $700,000 Crooked Hillary Democrats in Vir… https://t.co/aj9KZQLMdM"
Fri May 18 10:51:43 +0000 2018,"Fake News Media had me calling Immigrants, or Illegal Immigrants, “Animals.” Wrong! They were begrudgingly forced t… https://t.co/rNvS7poZl1"
Fri May 18 10:24:53 +0000 2018,"“Apparently the DOJ put a Spy in the Trump Campaign. This has never been done before and by any means necessary, th… https://t.co/KYj4GP0Wy3"
Thu May 17 23:44:23 +0000 2018,RT @WhiteHouse: #Laurel? #Yanny? Or... https://t.co/5hth07SdGY
Thu May 17 22:17:08 +0000 2018,It was my great honor to visit with our HEROES last night at Walter Reed Medical Center. There is nobody like them! https://t.co/fG5W1SwIHK
Thu May 17 22:14:23 +0000 2018,"Tomorrow, the House will vote on a strong Farm Bill, which includes work requirements. We must support our Nation’s great farmers!"
